timestamp,Phase,shiftedRegressedUnwrappedPhase
0.202455,-4.080388895775806,4.809333805355462
7.763327,-4.657165672020806,4.016554842896451
15.520935,-5.558328252210691,3.282321194850139
23.046864,-7.352881243265179,2.6451565096780527
31.005523,-7.003133623627245,2.050235740472779
39.138633,-7.925567404075776,1.5242884394269351
47.09784,-8.070784251995654,1.0881000877740519
54.615095,-8.19622979198275,0.7458873045751346
62.373669,-8.580577200502981,0.46218570584203533
69.894802,-8.819996201935286,0.25306531640769947
77.408407,-9.106323549204319,0.10746902779273171
84.929744,-9.148369232133224,0.023654739550940107
92.431854,-8.901946175565024,0.0003380406565014482
99.949607,-8.969161317865948,0.03592146516144901
107.667571,-9.078139208861568,0.1323220657243347
115.187532,-8.585401458922853,0.28311030194577924
122.715701,-8.294745447026957,0.4888118835050186
130.23039,-8.032531469825678,0.7473278243183294
137.728397,-7.61985071446053,1.0567867396847817
145.841238,-8.010301580930447,1.4479195398977982
153.564495,-7.035285860941331,1.8730168683456636
161.082399,-6.802693467343499,2.3347067728767463
168.779758,-6.953432646099753,2.8548466667673935
176.704064,-6.01736835065026,3.438826898578859
184.209943,-4.997913937703137,4.035829951152311
192.345304,-4.183026155765244,4.729384495080075
200.461832,-4.158110589028674,5.467739916849704
207.980076,-3.236778128120134,6.191436058670304
215.723363,-2.19389330722311,6.975203964629982
223.658329,0.4172427743049001,7.8171690685243735
