timestamp,Phase,shiftedRegressedUnwrappedPhase
0.203556,-4.5412649013805595,16.816703403007907
16.744273,-5.89934922558865,14.026961976437512
27.1184,-7.682584847274725,12.319376258989685
34.669373,-8.651651643675018,11.107244276825572
42.810279,-9.502499654022252,9.836833617849274
51.159887,-10.322668048611774,8.580455590017875
58.491814,-12.081632685387309,7.522200780929435
66.043089,-13.701151163873622,6.482058198595441
73.347238,-14.849956680591596,5.52935072232558
80.463384,-16.316953640739566,4.656664870437474
87.568225,-16.689097379880618,3.8448367694919234
94.665887,-17.242811762138864,3.0979314045560002
101.977021,-17.812584908928066,2.400580049007786
109.08712,-18.17869499030344,1.797398077886207
116.207725,-18.790241997740512,1.2722811003255607
123.123973,-19.241682317076673,0.8424355727709987
130.431272,-19.539603787073347,0.4790711143865849
137.527257,-19.752559278674106,0.2203229818352277
144.624861,-19.983017333512926,0.05908142462075716
152.137987,-20.034470859025532,0.0
159.252865,-19.95524927344673,0.05487666854176254
166.34712,-20.26218178487167,0.22179369241509406
173.250935,-19.39769838974323,0.496322865539387
180.36265,-19.07249446271147,0.8994003606894374
187.666105,-18.465195402071615,1.445371781656167
194.776671,-17.74498210648651,2.110348374044996
201.88269,-17.113876326466514,2.911236501206936
209.000104,-16.23022814720997,3.8548222248667763
216.537564,-15.185046261589726,5.013730473697425
223.659224,-13.881503476506449,6.264625307886687
