Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency, CRHandle
2025-02-16T04:01:04.2242200+05:30,000000000000000000000587,,1,-54,906.25,SpeedwayR-12-A2-33,6.105243535784852,,
2025-02-16T04:01:04.2295500+05:30,000000000000000000000587,,1,-54.5,906.25,SpeedwayR-12-A2-33,6.050020227420969,,
2025-02-16T04:01:04.2630680+05:30,000000000000000000000587,,1,-54.5,906.25,SpeedwayR-12-A2-33,6.080699843178682,,
2025-02-16T04:01:04.2682110+05:30,000000000000000000000587,,1,-54,906.25,SpeedwayR-12-A2-33,6.092971689481767,,
2025-02-16T04:01:04.3039060+05:30,000000000000000000000587,,1,-54.5,906.25,SpeedwayR-12-A2-33,6.0991076126333095,,
2025-02-16T04:01:04.3076640+05:30,000000000000000000000587,,1,-54,906.25,SpeedwayR-12-A2-33,6.154330920997192,,
2025-02-16T04:01:04.3427510+05:30,000000000000000000000587,,1,-54.5,906.25,SpeedwayR-12-A2-33,6.086835766330224,,
2025-02-16T04:01:04.3458760+05:30,000000000000000000000587,,1,-54.5,906.25,SpeedwayR-12-A2-33,5.994796919057086,,
2025-02-16T04:01:04.3807250+05:30,000000000000000000000587,,1,-54.5,906.25,SpeedwayR-12-A2-33,6.074563920027139,,
2025-02-16T04:01:04.3849660+05:30,000000000000000000000587,,1,-54.5,906.25,SpeedwayR-12-A2-33,6.117515382087937,,
2025-02-16T04:01:04.4254080+05:30,000000000000000000000587,,1,-50,923.75,SpeedwayR-12-A2-33,1.4848934026733007,,
2025-02-16T04:01:04.4295260+05:30,000000000000000000000587,,1,-49.5,923.75,SpeedwayR-12-A2-33,1.4603497100671303,,
2025-02-16T04:01:04.4651390+05:30,000000000000000000000587,,1,-49.5,923.75,SpeedwayR-12-A2-33,1.4848934026733007,,
2025-02-16T04:01:04.4696630+05:30,000000000000000000000587,,1,-50,923.75,SpeedwayR-12-A2-33,1.4910293258248433,,
2025-02-16T04:01:04.5042550+05:30,000000000000000000000587,,1,-50,923.75,SpeedwayR-12-A2-33,1.521708941582556,,
2025-02-16T04:01:04.5096880+05:30,000000000000000000000587,,1,-50,923.75,SpeedwayR-12-A2-33,1.5155730184310134,,
2025-02-16T04:01:04.5451990+05:30,000000000000000000000587,,1,-49.5,923.75,SpeedwayR-12-A2-33,1.5033011721279284,,
2025-02-16T04:01:04.5483540+05:30,000000000000000000000587,,1,-50,923.75,SpeedwayR-12-A2-33,1.509437095279471,,
2025-02-16T04:01:04.5829900+05:30,000000000000000000000587,,1,-50,923.75,SpeedwayR-12-A2-33,1.5462526341887264,,
2025-02-16T04:01:04.5882120+05:30,000000000000000000000587,,1,-50,923.75,SpeedwayR-12-A2-33,1.552388557340269,,
2025-02-16T04:01:04.6296650+05:30,000000000000000000000587,,1,-52,916.75,SpeedwayR-12-A2-33,3.411573272257666,,
2025-02-16T04:01:04.6331790+05:30,000000000000000000000587,,1,-52,916.75,SpeedwayR-12-A2-33,3.4177091954092087,,
2025-02-16T04:01:04.6684830+05:30,000000000000000000000587,,1,-52,916.75,SpeedwayR-12-A2-33,3.4177091954092087,,
2025-02-16T04:01:04.6714560+05:30,000000000000000000000587,,1,-52,916.75,SpeedwayR-12-A2-33,3.4054373491061236,,
2025-02-16T04:01:04.7075560+05:30,000000000000000000000587,,1,-51.5,916.75,SpeedwayR-12-A2-33,3.4606606574700063,,
2025-02-16T04:01:04.7126720+05:30,000000000000000000000587,,1,-51.5,916.75,SpeedwayR-12-A2-33,3.4606606574700063,,
2025-02-16T04:01:04.7473030+05:30,000000000000000000000587,,1,-51.5,916.75,SpeedwayR-12-A2-33,3.442252888015379,,
2025-02-16T04:01:04.7511710+05:30,000000000000000000000587,,1,-51.5,916.75,SpeedwayR-12-A2-33,3.4606606574700063,,
2025-02-16T04:01:04.7867460+05:30,000000000000000000000587,,1,-51.5,916.75,SpeedwayR-12-A2-33,3.423845118560751,,
2025-02-16T04:01:04.7913160+05:30,000000000000000000000587,,1,-51.5,916.75,SpeedwayR-12-A2-33,3.423845118560751,,
2025-02-16T04:01:04.8321630+05:30,000000000000000000000587,,1,-51.5,915.75,SpeedwayR-12-A2-33,3.6570101983193686,,
2025-02-16T04:01:04.8359940+05:30,000000000000000000000587,,1,-51.5,915.75,SpeedwayR-12-A2-33,3.730641276137879,,
2025-02-16T04:01:04.8702720+05:30,000000000000000000000587,,1,-52,915.75,SpeedwayR-12-A2-33,3.6999616603801666,,
2025-02-16T04:01:04.8737660+05:30,000000000000000000000587,,1,-52,915.75,SpeedwayR-12-A2-33,3.736777199289422,,
