timestamp,Phase,shiftedRegressedUnwrappedPhase
0.207802,-4.379898644610477,8.502937308864194
7.779338,-4.372867899332682,7.551747980932629
15.322007,-5.26415006993494,6.660141329899798
23.079753,-6.146700349898479,5.80139743553951
30.83378,-7.1792857507694485,5.002155098126645
38.40864,-6.696337466050083,4.278449767350359
46.120019,-8.694603105735814,3.599663560014493
53.955794,-8.940551358726811,2.969856843547335
61.744602,-10.799224746714923,2.403718945328425
69.271636,-10.05064212222673,1.9133708838147019
77.025937,-11.420998292737893,1.4665881615023348
84.792623,-11.326037577297352,1.0784990131876206
92.773807,-12.01004691528598,0.7416600848958677
100.539658,-11.845585581118119,0.47422970151160904
108.283862,-11.787108374113267,0.26681883509609783
115.832874,-11.866875375083321,0.12163334449765095
123.394546,-11.826991874598292,0.0326409761383335
130.926028,-11.809257560123713,0.0001744712569227147
138.556947,-11.958232453117398,0.024477618842153603
146.300349,-11.98686676115793,0.1080176099022836
153.859335,-12.050953069629596,0.24680070325118564
161.429986,-11.765410327026654,0.4424967931338859
168.983094,-11.62552906445598,0.6943095295088959
176.772147,-11.21690580124492,1.0131941940406648
184.339585,-11.703250757708851,1.3806062155458605
192.099934,-10.487804415168508,1.8163688103677806
199.66026,-10.135522392489726,2.2983622797948353
207.614004,-9.245472650896524,2.866680610086359
215.352814,-8.951800551171306,3.4799419951076374
223.560767,-7.091081855466024,4.195402673445258
