Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency, CRHandle
2025-02-16T14:57:23.0937300+05:30,000000000000000000000587,,1,-55.5,916.75,SpeedwayR-12-A2-33,1.7671458676442586,,
2025-02-16T14:57:23.0964650+05:30,000000000000000000000588,,1,-56,916.75,SpeedwayR-12-A2-33,0.4724660826687775,,
2025-02-16T14:57:23.0971740+05:30,E2806A1600004010EB58E22E,,1,-67,916.75,SpeedwayR-12-A2-33,3.9699422790480394,,
2025-02-16T14:57:23.0999650+05:30,000000000000000000000588,,1,-56.5,916.75,SpeedwayR-12-A2-33,0.380427235395639,,
2025-02-16T14:57:23.1013160+05:30,000000000000000000000587,,1,-55.5,916.75,SpeedwayR-12-A2-33,1.7241944055834606,,
2025-02-16T14:57:23.1022730+05:30,E2806A1600004010EB58E22E,,1,-67.5,916.75,SpeedwayR-12-A2-33,4.09266074207889,,
2025-02-16T14:57:23.1367930+05:30,000000000000000000000588,,1,-56,916.75,SpeedwayR-12-A2-33,0.5399612373357456,,
2025-02-16T14:57:23.1379030+05:30,E2806A1600004010EB58E22E,,1,-68,916.75,SpeedwayR-12-A2-33,3.767456815047135,,
2025-02-16T14:57:23.1384510+05:30,000000000000000000000587,,1,-55.5,916.75,SpeedwayR-12-A2-33,1.761009944492716,,
2025-02-16T14:57:23.1412540+05:30,000000000000000000000588,,1,-56,916.75,SpeedwayR-12-A2-33,0.47860200582032003,,
2025-02-16T14:57:23.1420850+05:30,E2806A1600004010EB58E22E,,1,-67,916.75,SpeedwayR-12-A2-33,3.2704470397721868,,
2025-02-16T14:57:23.1438270+05:30,000000000000000000000587,,1,-55,916.75,SpeedwayR-12-A2-33,1.8039614065535141,,
2025-02-16T14:57:23.1784630+05:30,000000000000000000000587,,1,-55.5,916.75,SpeedwayR-12-A2-33,1.8100973297050567,,
2025-02-16T14:57:23.1792510+05:30,000000000000000000000588,,1,-56,916.75,SpeedwayR-12-A2-33,0.5645049299419159,,
2025-02-16T14:57:23.1805620+05:30,E2806A1600004010EB58E22E,,1,-68.5,916.75,SpeedwayR-12-A2-33,3.3747577333484107,,
2025-02-16T14:57:23.1829830+05:30,000000000000000000000587,,1,-55.5,916.75,SpeedwayR-12-A2-33,1.8346410223112268,,
2025-02-16T14:57:23.1851260+05:30,E2806A1600004010EB58E22E,,1,-69,916.75,SpeedwayR-12-A2-33,3.54042765844006,,
2025-02-16T14:57:23.1856770+05:30,000000000000000000000588,,1,-56,916.75,SpeedwayR-12-A2-33,0.5338253141842031,,
2025-02-16T14:57:23.2212360+05:30,000000000000000000000588,,1,-56,916.75,SpeedwayR-12-A2-33,0.5583690067903734,,
2025-02-16T14:57:23.2219090+05:30,000000000000000000000587,,1,-55.5,916.75,SpeedwayR-12-A2-33,1.7855536370988863,,
2025-02-16T14:57:23.2235120+05:30,E2806A1600004010EB58E22E,,1,-67,916.75,SpeedwayR-12-A2-33,3.2520392703175593,,
2025-02-16T14:57:23.2253170+05:30,000000000000000000000588,,1,-56,916.75,SpeedwayR-12-A2-33,0.5522330836388308,,
2025-02-16T14:57:23.2269220+05:30,000000000000000000000587,,1,-55.5,916.75,SpeedwayR-12-A2-33,1.7916895602504288,,
2025-02-16T14:57:23.2278630+05:30,E2806A1600004010EB58E22E,,1,-68.5,916.75,SpeedwayR-12-A2-33,3.2029518851052186,,
