Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency, CRHandle
2025-02-17T04:22:45.2961080+05:30,000000000000000000000588,,1,-65.5,924.25,SpeedwayR-12-A2-33,4.104932588381976,,
2025-02-17T04:22:45.3000910+05:30,000000000000000000000588,,1,-66,924.25,SpeedwayR-12-A2-33,4.09266074207889,,
2025-02-17T04:22:45.3373420+05:30,000000000000000000000588,,1,-65.5,924.25,SpeedwayR-12-A2-33,4.178563666200486,,
2025-02-17T04:22:45.3409610+05:30,000000000000000000000588,,1,-67,924.25,SpeedwayR-12-A2-33,4.086524818927348,,
2025-02-17T04:22:45.3768280+05:30,000000000000000000000588,,1,-65.5,924.25,SpeedwayR-12-A2-33,4.190835512503572,,
2025-02-17T04:22:45.3813550+05:30,000000000000000000000588,,1,-65,924.25,SpeedwayR-12-A2-33,4.356505437595221,,
2025-02-17T04:22:45.4148820+05:30,000000000000000000000588,,1,-66.5,924.25,SpeedwayR-12-A2-33,3.9760782021995817,,
2025-02-17T04:22:45.4204640+05:30,000000000000000000000588,,1,-65.5,924.25,SpeedwayR-12-A2-33,4.104932588381976,,
2025-02-17T04:22:45.4573980+05:30,000000000000000000000588,,1,-66,924.25,SpeedwayR-12-A2-33,4.147884050442774,,
2025-02-17T04:22:45.4610060+05:30,000000000000000000000588,,1,-65,924.25,SpeedwayR-12-A2-33,4.166291819897402,,
2025-02-17T04:22:45.5026880+05:30,000000000000000000000588,,1,-67,925.25,SpeedwayR-12-A2-33,3.6263305825616556,,
2025-02-17T04:22:45.5066750+05:30,000000000000000000000588,,1,-66,925.25,SpeedwayR-12-A2-33,3.77972866135022,,
2025-02-17T04:22:45.5803750+05:30,000000000000000000000588,,1,-67.5,925.25,SpeedwayR-12-A2-33,3.6876898140770815,,
2025-02-17T04:22:45.5845900+05:30,000000000000000000000588,,1,-67.5,925.25,SpeedwayR-12-A2-33,3.9147189706841563,,
2025-02-17T04:22:45.6579600+05:30,000000000000000000000588,,1,-66.5,925.25,SpeedwayR-12-A2-33,3.736777199289422,,
2025-02-17T04:22:45.6619670+05:30,000000000000000000000588,,1,-66.5,925.25,SpeedwayR-12-A2-33,3.822680123411018,,
2025-02-17T04:22:45.6960110+05:30,000000000000000000000588,,1,-66.5,925.25,SpeedwayR-12-A2-33,3.9944859716542096,,
2025-02-17T04:22:45.9106900+05:30,000000000000000000000588,,1,-68,919.75,SpeedwayR-12-A2-33,6.270913460876501,,
2025-02-17T04:22:45.9855940+05:30,000000000000000000000588,,1,-68.5,919.75,SpeedwayR-12-A2-33,5.957981380147831,,
2025-02-17T04:22:46.0653920+05:30,000000000000000000000588,,1,-68.5,919.75,SpeedwayR-12-A2-33,6.037748381117884,,
2025-02-17T04:22:46.3445740+05:30,000000000000000000000588,,1,-65.5,922.75,SpeedwayR-12-A2-33,4.669437518323892,,
2025-02-17T04:22:46.3802230+05:30,000000000000000000000588,,1,-66.5,922.75,SpeedwayR-12-A2-33,4.9394181369917645,,
2025-02-17T04:22:46.3839210+05:30,000000000000000000000588,,1,-66,922.75,SpeedwayR-12-A2-33,4.970097752749477,,
2025-02-17T04:22:46.4199870+05:30,000000000000000000000588,,1,-66.5,922.75,SpeedwayR-12-A2-33,4.957825906446392,,
2025-02-17T04:22:46.4234420+05:30,000000000000000000000588,,1,-66,922.75,SpeedwayR-12-A2-33,4.95168998329485,,
2025-02-17T04:22:46.4570930+05:30,000000000000000000000588,,1,-66.5,922.75,SpeedwayR-12-A2-33,4.970097752749477,,
2025-02-17T04:22:46.4617020+05:30,000000000000000000000588,,1,-67,922.75,SpeedwayR-12-A2-33,4.908738521234052,,
2025-02-17T04:22:46.4988360+05:30,000000000000000000000588,,1,-66.5,922.75,SpeedwayR-12-A2-33,4.988505522204105,,
2025-02-17T04:22:46.5045490+05:30,000000000000000000000588,,1,-66.5,922.75,SpeedwayR-12-A2-33,5.019185137961818,,
2025-02-17T04:22:46.7368870+05:30,000000000000000000000588,,1,-66,924.75,SpeedwayR-12-A2-33,4.25833066717054,,
2025-02-17T04:22:46.7403200+05:30,000000000000000000000588,,1,-66,924.75,SpeedwayR-12-A2-33,4.295146206079795,,
2025-02-17T04:22:46.7763020+05:30,000000000000000000000588,,1,-66.5,924.75,SpeedwayR-12-A2-33,4.147884050442774,,
2025-02-17T04:22:46.7782890+05:30,000000000000000000000588,,1,-66,924.75,SpeedwayR-12-A2-33,4.301282129231338,,
2025-02-17T04:22:46.8154800+05:30,000000000000000000000588,,1,-66,924.75,SpeedwayR-12-A2-33,4.104932588381976,,
2025-02-17T04:22:46.8196940+05:30,000000000000000000000588,,1,-66,924.75,SpeedwayR-12-A2-33,4.215379205109742,,
2025-02-17T04:22:46.8541840+05:30,000000000000000000000588,,1,-65.5,924.75,SpeedwayR-12-A2-33,4.319689898685965,,
2025-02-17T04:22:46.8571360+05:30,000000000000000000000588,,1,-66,924.75,SpeedwayR-12-A2-33,4.2031073588066565,,
2025-02-17T04:22:46.8943940+05:30,000000000000000000000588,,1,-66,924.75,SpeedwayR-12-A2-33,4.178563666200486,,
2025-02-17T04:22:46.8968630+05:30,000000000000000000000588,,1,-65,924.75,SpeedwayR-12-A2-33,4.190835512503572,,
2025-02-17T04:22:47.1690370+05:30,000000000000000000000588,,1,-68,917.75,SpeedwayR-12-A2-33,0.7240389318820226,,
2025-02-17T04:22:47.1729310+05:30,000000000000000000000588,,1,-69,917.75,SpeedwayR-12-A2-33,0.4908738521234052,,
2025-02-17T04:22:47.2093130+05:30,000000000000000000000588,,1,-69,917.75,SpeedwayR-12-A2-33,0.46019423636569234,,
2025-02-17T04:22:47.2129320+05:30,000000000000000000000588,,1,-70.5,917.75,SpeedwayR-12-A2-33,0.6258641614573416,,
2025-02-17T04:22:47.2486500+05:30,000000000000000000000588,,1,-69,917.75,SpeedwayR-12-A2-33,0.42337869745643697,,
2025-02-17T04:22:47.2520590+05:30,000000000000000000000588,,1,-69.5,917.75,SpeedwayR-12-A2-33,0.6810874698212247,,
2025-02-17T04:22:47.2886070+05:30,000000000000000000000588,,1,-67.5,917.75,SpeedwayR-12-A2-33,0.5460971604872883,,
2025-02-17T04:22:47.2916660+05:30,000000000000000000000588,,1,-67,917.75,SpeedwayR-12-A2-33,0.6013204688511713,,
2025-02-17T04:22:47.3665600+05:30,000000000000000000000588,,1,-68.5,918.25,SpeedwayR-12-A2-33,0.34974761963792617,,
2025-02-17T04:22:47.4104000+05:30,000000000000000000000588,,1,-69.5,918.25,SpeedwayR-12-A2-33,0.2454369260617026,,
2025-02-17T04:22:47.4450000+05:30,000000000000000000000588,,1,-67,918.25,SpeedwayR-12-A2-33,0.18407769454627693,,
2025-02-17T04:22:47.4502450+05:30,000000000000000000000588,,1,-69,918.25,SpeedwayR-12-A2-33,0.619728238305799,,
2025-02-17T04:22:47.5239730+05:30,000000000000000000000588,,1,-68.5,918.25,SpeedwayR-12-A2-33,0.5031456984264903,,
2025-02-17T04:22:47.5261850+05:30,000000000000000000000588,,1,-68.5,918.25,SpeedwayR-12-A2-33,0.6933593161243098,,
2025-02-17T04:22:47.6072690+05:30,000000000000000000000588,,1,-65.5,923.75,SpeedwayR-12-A2-33,4.6448938257177215,,
2025-02-17T04:22:47.6111500+05:30,000000000000000000000588,,1,-66,923.75,SpeedwayR-12-A2-33,4.767612288748572,,
2025-02-17T04:22:47.6472960+05:30,000000000000000000000588,,1,-64,923.75,SpeedwayR-12-A2-33,4.8351074434155406,,
2025-02-17T04:22:47.6886210+05:30,000000000000000000000588,,1,-65.5,923.75,SpeedwayR-12-A2-33,4.700117134081604,,
2025-02-17T04:22:47.7637920+05:30,000000000000000000000588,,1,-66,923.75,SpeedwayR-12-A2-33,4.724660826687775,,
2025-02-17T04:22:47.7745210+05:30,000000000000000000000588,,1,-65.5,923.25,SpeedwayR-12-A2-33,4.896466674930966,,
2025-02-17T04:22:47.8528900+05:30,000000000000000000000588,,1,-65.5,923.25,SpeedwayR-12-A2-33,4.933282213840222,,
2025-02-17T04:22:47.9258660+05:30,000000000000000000000588,,1,-65.5,923.25,SpeedwayR-12-A2-33,5.043728830567988,,
2025-02-17T04:22:47.9323290+05:30,000000000000000000000588,,1,-65.5,923.25,SpeedwayR-12-A2-33,4.9823695990525625,,
