timestamp,Phase,shiftedRegressedUnwrappedPhase
0.210928,-11.003863166207587,15.023030496367248
8.449724,-11.884999074021675,13.811568693447887
16.626163,-13.09201469767465,12.64259732843633
24.398387,-14.029703064847192,11.56443401625096
32.147078,-14.76010923444401,10.523704000277103
40.172332,-16.065892118455615,9.484025301348645
48.134333,-17.06195697672269,8.49321089091299
55.882651,-18.13622794322829,7.5700434674220105
63.196696,-19.04239922058724,6.737672208953079
70.973677,-19.68340231148693,5.896229379120101
78.533736,-20.407262278943698,5.123310163012373
86.128863,-21.388143735216172,4.3935074056939385
93.634764,-22.06477965294706,3.7201891875123927
101.203603,-22.43604746682663,3.0913900303900625
108.766176,-23.127281748096358,2.5153624710943276
116.119084,-23.59690992432668,2.0072281488403334
124.07034,-24.083790556621306,1.5174390103625939
131.634491,-24.557498433261227,1.111076851884409
139.404243,-24.964532300943297,0.7562313975758599
146.970162,-25.24003466271546,0.47361185810014206
154.484973,-25.53283488447149,0.2562929763792674
162.459743,-25.45260957040093,0.09689998321294269
170.019644,-25.506750429553176,0.015543903974908346
177.609296,-25.433827568918346,0.004141552530001036
185.409326,-25.561963662509584,0.0678520095277868
192.941279,-25.701848101023913,0.20391775244921462
200.528819,-25.177737998496323,0.41701031584884873
208.300366,-25.000648438650416,0.716416275773021
216.250858,-24.97218457291965,1.1098732038606656
223.780757,-23.993860535938552,1.5658221365840177
