timestamp,Phase,shiftedRegressedUnwrappedPhase
0.209433,-6.967502210238465,10.476538293886396
7.848517,-7.603732219166472,9.291263006441232
15.397983,-8.452711379717226,8.178301207627866
23.179773,-9.299722003204607,7.094336586637292
30.71937,-10.43311466533952,6.107733831449462
38.497585,-11.283842363468118,5.158016435067413
46.080486,-11.966004622442686,4.301143813553804
53.858149,-12.800120067751271,3.495526617045236
61.56077,-13.674389158198254,2.773288711830709
69.114804,-14.685189097139883,2.140457821370788
76.869763,-15.202772261805297,1.5710104564504128
84.899427,-15.692112133140814,1.0697012594508948
92.413971,-16.035439759110922,0.6843962206001457
100.18618,-16.46063650787152,0.3736646122108098
107.72135,-16.994052760512286,0.16001022436951118
115.495004,-17.00417703371233,0.03245642046766051
123.053884,-16.74561604979872,0.0012575612282184068
130.834193,-16.646467323318237,0.06722807498910299
138.389942,-16.51954137012633,0.22892384592321946
145.955956,-16.07543688780246,0.4896020842901656
153.686673,-15.50456877829598,0.8604764175173365
161.247323,-14.969793119111875,1.327765237876445
169.006311,-14.682855040097925,1.917302312115634
176.595909,-13.745149628694405,2.6041715116836315
184.574404,-12.685938197933826,3.4463599554508093
192.314893,-11.810856669273868,4.383656563518624
200.115024,-10.829393035543331,5.450533552910592
208.09107,-9.73956055800407,6.671158940720694
215.836746,-8.882614084353595,7.984623588958405
223.779411,-7.848023563667913,9.465229109633967
